model,year,region,color,fuel_type,transmission,engine_size_l,mileage_km,price_usd,sales_volume,sales_classification,year_scaled,year_outlier,mileage_km_bin,mileage_km_scaled,mileage_km_outlier,price_usd_bin,price_usd_scaled,price_usd_outlier,sales_volume_bin,sales_volume_scaled,sales_volume_outlier
3 series,2013,middle east,red,electric,manual,1.5,154246.0,39503.0,2891.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",0.93035907,False,"(29999.999, 52501.5]",-1.3689903,False,"(2591.0, 5097.0]",-0.76314574,False
x1,2024,europe,silver,petrol,manual,1.8,46210.0,30706.0,9641.0,high,1.615522279957847,False,"(2.999, 50121.5]",-0.9340953,False,"(29999.999, 52501.5]",-1.7078079,False,"(7541.0, 9999.0]",1.5995182,False
3 series,2020,africa,red,electric,automatic,2.8,145498.0,112351.0,9146.0,high,0.6906740021707723,False,"(100436.0, 150610.0]",0.77938855,False,"(97573.0, 119998.0]",1.4367595,False,"(7541.0, 9999.0]",1.4262562,False
m5,2015,middle east,red,hybrid,automatic,2.2,66322.0,31663.0,3323.0,low,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.5870082,False,"(29999.999, 52501.5]",-1.6709489,False,"(2591.0, 5097.0]",-0.61193526,False
m5,2012,europe,white,petrol,manual,2.4,123245.0,31210.0,9934.0,high,-1.1590225534033767,False,"(100436.0, 150610.0]",0.39535266,False,"(29999.999, 52501.5]",-1.6883962,False,"(7541.0, 9999.0]",1.7020754,False
3 series,2024,asia,black,petrol,manual,3.9,188145.0,77682.0,4597.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.5153784,False,"(75014.0, 97573.0]",0.10147863,False,"(2591.0, 5097.0]",-0.16600432,False
x5,2012,asia,blue,petrol,manual,4.9,26620.0,88743.0,332.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.272174,False,"(75014.0, 97573.0]",0.52749443,False,"(99.999, 2591.0]",-1.658858,False
3 series,2024,middle east,black,hybrid,automatic,2.2,184107.0,75224.0,5736.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.4456917,False,"(75014.0, 97573.0]",0.006808451,False,"(5097.0, 7541.0]",0.23267335,False
5 series,2015,africa,grey,hybrid,automatic,3.1,55487.0,119948.0,8952.0,high,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.7739955,False,"(97573.0, 119998.0]",1.7293589,False,"(7541.0, 9999.0]",1.3583515,False
3 series,2010,europe,black,petrol,manual,5.0,176192.0,119324.0,7673.0,high,-1.621446692296914,False,"(150610.0, 199996.0]",1.3090968,False,"(97573.0, 119998.0]",1.7053255,False,"(7541.0, 9999.0]",0.9106704,False
m3,2023,asia,black,petrol,automatic,4.8,120723.0,99644.0,3616.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.3518287,False,"(97573.0, 119998.0]",0.9473478,False,"(2591.0, 5097.0]",-0.50937814,False
m5,2010,europe,black,petrol,automatic,2.7,143308.0,81628.0,7710.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.7415942,False,"(75014.0, 97573.0]",0.2534593,False,"(7541.0, 9999.0]",0.9236213,False
x5,2014,asia,white,hybrid,automatic,2.6,181379.0,54558.0,1116.0,low,-0.6965984145098395,False,"(150610.0, 199996.0]",1.3986126,False,"(52501.5, 75014.0]",-0.7891451,False,"(99.999, 2591.0]",-1.3844389,False
x6,2010,europe,white,electric,automatic,2.3,179187.0,68451.0,6212.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.3607837,False,"(52501.5, 75014.0]",-0.2540545,False,"(5097.0, 7541.0]",0.3992849,False
x5,2019,africa,silver,hybrid,automatic,2.0,96603.0,102010.0,2394.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.06442736,False,"(97573.0, 119998.0]",1.0384746,False,"(99.999, 2591.0]",-0.9371078,False
m3,2017,africa,silver,diesel,automatic,3.1,48761.0,44471.0,3550.0,low,-0.002962206169533556,False,"(2.999, 50121.5]",-0.8900709,False,"(29999.999, 52501.5]",-1.1776472,False,"(2591.0, 5097.0]",-0.53247976,False
5 series,2011,europe,grey,hybrid,automatic,2.7,53566.0,60571.0,9253.0,high,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.8071476,False,"(52501.5, 75014.0]",-0.55755365,False,"(7541.0, 9999.0]",1.4637088,False
m5,2015,north america,black,petrol,automatic,4.1,147048.0,102860.0,1377.0,low,-0.46538634506307086,False,"(100436.0, 150610.0]",0.80613804,False,"(97573.0, 119998.0]",1.0712124,False,"(99.999, 2591.0]",-1.2930825,False
x6,2019,africa,white,electric,manual,2.3,111042.0,110265.0,2058.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.18475677,False,"(97573.0, 119998.0]",1.356417,False,"(99.999, 2591.0]",-1.054716,False
x1,2019,north america,white,diesel,automatic,4.1,184229.0,40798.0,6143.0,low,0.4594619327240037,False,"(150610.0, 199996.0]",1.4477971,False,"(29999.999, 52501.5]",-1.3191133,False,"(5097.0, 7541.0]",0.37513325,False
x1,2014,south america,white,petrol,automatic,2.5,84220.0,74198.0,856.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.27812964,False,"(52501.5, 75014.0]",-0.032708067,False,"(99.999, 2591.0]",-1.4754452,False
m3,2019,north america,blue,hybrid,automatic,3.6,97702.0,78966.0,586.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.045461133,False,"(75014.0, 97573.0]",0.15093204,False,"(99.999, 2591.0]",-1.5699518,False
x1,2021,africa,silver,diesel,manual,3.7,31558.0,80887.0,2267.0,low,0.921886071617541,False,"(2.999, 50121.5]",-1.1869553,False,"(75014.0, 97573.0]",0.2249196,False,"(99.999, 2591.0]",-0.9815609,False
x5,2021,middle east,grey,hybrid,automatic,3.9,32132.0,117653.0,7421.0,high,0.921886071617541,False,"(2.999, 50121.5]",-1.1770494,False,"(97573.0, 119998.0]",1.6409667,False,"(5097.0, 7541.0]",0.8224643,False
3 series,2013,north america,blue,petrol,automatic,2.1,58369.0,104073.0,7764.0,high,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.7242588,False,"(97573.0, 119998.0]",1.1179312,False,"(7541.0, 9999.0]",0.9425226,False
x1,2010,asia,red,electric,manual,2.5,117112.0,41137.0,7331.0,high,-1.621446692296914,False,"(100436.0, 150610.0]",0.28951108,False,"(29999.999, 52501.5]",-1.3060566,False,"(5097.0, 7541.0]",0.7909621,False
m3,2023,asia,grey,electric,manual,2.4,120012.0,60179.0,8268.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.33955848,False,"(52501.5, 75014.0]",-0.5726516,False,"(7541.0, 9999.0]",1.1189349,False
7 series,2023,north america,blue,petrol,automatic,3.5,165836.0,73519.0,5819.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.130376,False,"(52501.5, 75014.0]",-0.058859836,False,"(5097.0, 7541.0]",0.26172537,False
x5,2012,south america,silver,hybrid,automatic,1.8,27950.0,42426.0,462.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.2492212,False,"(29999.999, 52501.5]",-1.2564106,False,"(99.999, 2591.0]",-1.6133548,False
x3,2022,asia,blue,petrol,automatic,3.3,128608.0,35527.0,1972.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.48790577,False,"(29999.999, 52501.5]",-1.5221264,False,"(99.999, 2591.0]",-1.0848181,False
3 series,2021,middle east,blue,diesel,manual,1.8,96365.0,54452.0,522.0,low,0.921886071617541,False,"(50121.5, 100436.0]",-0.068534695,False,"(52501.5, 75014.0]",-0.79322773,False,"(99.999, 2591.0]",-1.5923533,False
7 series,2013,middle east,silver,diesel,manual,2.7,172832.0,64815.0,9951.0,high,-0.9278104839566081,False,"(150610.0, 199996.0]",1.2511109,False,"(52501.5, 75014.0]",-0.39409548,False,"(7541.0, 9999.0]",1.7080257,False
i3,2011,asia,silver,petrol,manual,3.9,36014.0,109895.0,8217.0,high,-1.3902346228501454,False,"(2.999, 50121.5]",-1.110055,False,"(97573.0, 119998.0]",1.3421663,False,"(7541.0, 9999.0]",1.1010836,False
3 series,2021,asia,blue,petrol,manual,2.9,45007.0,100736.0,2180.0,low,0.921886071617541,False,"(2.999, 50121.5]",-0.9548564,False,"(97573.0, 119998.0]",0.9894063,False,"(99.999, 2591.0]",-1.0120131,False
i8,2011,europe,white,electric,automatic,2.5,101639.0,99291.0,4129.0,low,-1.3902346228501454,False,"(100436.0, 150610.0]",0.022482486,False,"(97573.0, 119998.0]",0.93375194,False,"(2591.0, 5097.0]",-0.3298157,False
x5,2011,africa,white,hybrid,automatic,3.7,81206.0,51312.0,3528.0,low,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.33014438,False,"(29999.999, 52501.5]",-0.9141652,False,"(2591.0, 5097.0]",-0.54018027,False
7 series,2020,south america,grey,diesel,manual,4.1,143467.0,57639.0,2221.0,low,0.6906740021707723,False,"(100436.0, 150610.0]",0.74433815,False,"(52501.5, 75014.0]",-0.67048,False,"(99.999, 2591.0]",-0.997662,False
3 series,2010,africa,white,diesel,manual,2.4,164655.0,58299.0,1804.0,low,-1.621446692296914,False,"(150610.0, 199996.0]",1.1099946,False,"(52501.5, 75014.0]",-0.64506006,False,"(99.999, 2591.0]",-1.1436222,False
3 series,2019,asia,black,electric,automatic,2.5,102383.0,81429.0,1405.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.035322227,False,"(75014.0, 97573.0]",0.2457948,False,"(99.999, 2591.0]",-1.2832818,False
3 series,2011,middle east,grey,diesel,manual,3.7,6795.0,115940.0,3322.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-1.6143081,False,"(97573.0, 119998.0]",1.5749903,False,"(2591.0, 5097.0]",-0.6122853,False
3 series,2015,europe,grey,electric,manual,4.9,79679.0,118299.0,7096.0,high,-0.46538634506307086,False,"(50121.5, 100436.0]",-0.35649693,False,"(97573.0, 119998.0]",1.6658474,False,"(5097.0, 7541.0]",0.7087064,False
x3,2012,europe,silver,diesel,automatic,2.2,43179.0,99155.0,8573.0,high,-1.1590225534033767,False,"(2.999, 50121.5]",-0.98640347,False,"(97573.0, 119998.0]",0.9285139,False,"(7541.0, 9999.0]",1.2256923,False
3 series,2019,europe,blue,diesel,manual,3.8,543.0,113970.0,334.0,low,0.4594619327240037,False,"(2.999, 50121.5]",-1.7222034,False,"(97573.0, 119998.0]",1.4991155,False,"(99.999, 2591.0]",-1.6581578,False
3 series,2014,asia,blue,diesel,manual,4.7,37547.0,101463.0,5039.0,low,-0.6965984145098395,False,"(2.999, 50121.5]",-1.083599,False,"(97573.0, 119998.0]",1.0174068,False,"(2591.0, 5097.0]",-0.011293582,False
7 series,2010,asia,silver,petrol,automatic,3.1,87110.0,119978.0,3511.0,low,-1.621446692296914,False,"(50121.5, 100436.0]",-0.22825484,False,"(97573.0, 119998.0]",1.7305143,False,"(2591.0, 5097.0]",-0.5461307,False
7 series,2017,asia,red,hybrid,manual,2.6,144506.0,33140.0,3790.0,low,-0.002962206169533556,False,"(100436.0, 150610.0]",0.7622689,False,"(29999.999, 52501.5]",-1.6140621,False,"(2591.0, 5097.0]",-0.44847393,False
m5,2022,europe,grey,diesel,manual,3.8,132542.0,100431.0,6638.0,low,1.1530981410643097,False,"(100436.0, 150610.0]",0.55579764,False,"(97573.0, 119998.0]",0.9776592,False,"(5097.0, 7541.0]",0.5483953,False
m5,2013,europe,grey,electric,automatic,1.6,94839.0,59456.0,709.0,low,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.09486997,False,"(52501.5, 75014.0]",-0.600498,False,"(99.999, 2591.0]",-1.5268987,False
i3,2018,europe,white,petrol,automatic,2.8,145912.0,91664.0,1003.0,low,0.2282498632772351,False,"(100436.0, 150610.0]",0.7865333,False,"(75014.0, 97573.0]",0.6399971,False,"(99.999, 2591.0]",-1.4239916,False
m5,2013,asia,red,petrol,manual,2.4,97704.0,81638.0,9862.0,high,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.04542662,False,"(75014.0, 97573.0]",0.25384447,False,"(7541.0, 9999.0]",1.6768736,False
x1,2023,north america,grey,petrol,manual,2.3,118264.0,31079.0,9987.0,high,1.3843102105110783,False,"(100436.0, 150610.0]",0.30939198,False,"(29999.999, 52501.5]",-1.6934417,False,"(7541.0, 9999.0]",1.7206266,False
m5,2024,north america,black,electric,manual,2.1,195910.0,106079.0,3254.0,low,1.615522279957847,False,"(150610.0, 199996.0]",1.6493845,False,"(97573.0, 119998.0]",1.1951926,False,"(2591.0, 5097.0]",-0.63608694,False
x1,2024,middle east,white,electric,manual,4.1,81442.0,68786.0,9131.0,high,1.615522279957847,False,"(50121.5, 100436.0]",-0.32607156,False,"(52501.5, 75014.0]",-0.24115191,False,"(7541.0, 9999.0]",1.4210058,False
i8,2024,europe,silver,hybrid,manual,4.8,128441.0,99655.0,7927.0,high,1.615522279957847,False,"(100436.0, 150610.0]",0.48502374,False,"(97573.0, 119998.0]",0.9477715,False,"(7541.0, 9999.0]",0.99957657,False
m3,2011,middle east,white,diesel,automatic,2.8,74757.0,51610.0,4531.0,low,-1.3902346228501454,False,"(50121.5, 100436.0]",-0.4414394,False,"(29999.999, 52501.5]",-0.9026877,False,"(2591.0, 5097.0]",-0.18910593,False
x3,2012,middle east,red,diesel,manual,1.7,193761.0,61385.0,3894.0,low,-1.1590225534033767,False,"(150610.0, 199996.0]",1.6122977,False,"(52501.5, 75014.0]",-0.5262024,False,"(2591.0, 5097.0]",-0.4120714,False
3 series,2014,asia,red,diesel,automatic,4.0,126595.0,61946.0,6425.0,low,-0.6965984145098395,False,"(100436.0, 150610.0]",0.453166,False,"(52501.5, 75014.0]",-0.5045954,False,"(5097.0, 7541.0]",0.4738401,False
m3,2021,asia,silver,hybrid,automatic,3.4,102945.0,49274.0,5751.0,low,0.921886071617541,False,"(100436.0, 150610.0]",0.04502106,False,"(29999.999, 52501.5]",-0.99265903,False,"(5097.0, 7541.0]",0.23792371,False
5 series,2019,asia,grey,electric,manual,4.0,134690.0,37933.0,1462.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.5928672,False,"(29999.999, 52501.5]",-1.4294591,False,"(99.999, 2591.0]",-1.2633305,False
7 series,2024,middle east,grey,diesel,automatic,3.8,75462.0,46187.0,5395.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.4292727,False,"(29999.999, 52501.5]",-1.1115552,False,"(5097.0, 7541.0]",0.11331507,False
i8,2022,south america,black,diesel,automatic,4.7,89447.0,115701.0,4589.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.18792357,False,"(97573.0, 119998.0]",1.5657852,False,"(2591.0, 5097.0]",-0.16880451,False
3 series,2022,europe,silver,hybrid,manual,2.0,54624.0,117792.0,6197.0,low,1.1530981410643097,False,"(50121.5, 100436.0]",-0.78888893,False,"(97573.0, 119998.0]",1.6463202,False,"(5097.0, 7541.0]",0.39403453,False
m3,2023,north america,silver,electric,manual,2.1,175559.0,32754.0,5247.0,low,1.3843102105110783,False,"(150610.0, 199996.0]",1.2981727,False,"(29999.999, 52501.5]",-1.6289289,False,"(5097.0, 7541.0]",0.061511472,False
m5,2015,south america,white,petrol,automatic,2.7,153466.0,86227.0,2890.0,low,-0.46538634506307086,False,"(150610.0, 199996.0]",0.916898,False,"(75014.0, 97573.0]",0.43059036,False,"(2591.0, 5097.0]",-0.7634958,False
5 series,2016,north america,silver,electric,manual,3.2,146935.0,48915.0,7461.0,high,-0.2341742756163022,False,"(100436.0, 150610.0]",0.8041879,False,"(29999.999, 52501.5]",-1.0064859,False,"(5097.0, 7541.0]",0.83646524,False
i8,2013,north america,white,hybrid,manual,4.7,147394.0,51710.0,4702.0,low,-0.9278104839566081,False,"(100436.0, 150610.0]",0.8121092,False,"(29999.999, 52501.5]",-0.8988362,False,"(2591.0, 5097.0]",-0.12925176,False
5 series,2016,south america,silver,diesel,automatic,4.7,190344.0,109857.0,6207.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.553328,False,"(97573.0, 119998.0]",1.3407028,False,"(5097.0, 7541.0]",0.3975348,False
x6,2024,south america,grey,petrol,automatic,4.6,37916.0,104144.0,5770.0,low,1.615522279957847,False,"(2.999, 50121.5]",-1.0772308,False,"(97573.0, 119998.0]",1.1206659,False,"(5097.0, 7541.0]",0.24457417,False
m3,2019,asia,blue,diesel,automatic,2.3,73906.0,105780.0,2418.0,low,0.4594619327240037,False,"(50121.5, 100436.0]",-0.4561257,False,"(97573.0, 119998.0]",1.1836766,False,"(99.999, 2591.0]",-0.92870724,False
x5,2012,europe,red,diesel,manual,4.1,10871.0,32162.0,1230.0,low,-1.1590225534033767,False,"(2.999, 50121.5]",-1.5439657,False,"(29999.999, 52501.5]",-1.6517298,False,"(99.999, 2591.0]",-1.3445361,False
x1,2016,europe,grey,electric,manual,2.8,88081.0,99634.0,8585.0,high,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.2114976,False,"(97573.0, 119998.0]",0.94696265,False,"(7541.0, 9999.0]",1.2298926,False
m5,2013,africa,white,electric,automatic,4.8,165587.0,53530.0,6625.0,low,-0.9278104839566081,False,"(150610.0, 199996.0]",1.1260788,False,"(52501.5, 75014.0]",-0.8287387,False,"(5097.0, 7541.0]",0.54384494,False
i3,2022,south america,red,hybrid,manual,2.3,183059.0,85070.0,2356.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.4276056,False,"(75014.0, 97573.0]",0.38602838,False,"(99.999, 2591.0]",-0.95040876,False
5 series,2022,africa,black,petrol,manual,2.0,198078.0,116171.0,3144.0,low,1.1530981410643097,False,"(150610.0, 199996.0]",1.6867992,False,"(97573.0, 119998.0]",1.5838872,False,"(2591.0, 5097.0]",-0.67458963,False
m3,2017,south america,silver,petrol,automatic,4.4,90837.0,56164.0,569.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.16393535,False,"(52501.5, 75014.0]",-0.7272898,False,"(99.999, 2591.0]",-1.5759021,False
x3,2018,middle east,grey,diesel,automatic,4.0,155449.0,46060.0,8332.0,high,0.2282498632772351,False,"(150610.0, 199996.0]",0.9511201,False,"(29999.999, 52501.5]",-1.1164466,False,"(7541.0, 9999.0]",1.1413364,False
3 series,2016,middle east,white,electric,automatic,4.4,1838.0,38263.0,3162.0,low,-0.2341742756163022,False,"(2.999, 50121.5]",-1.6998546,False,"(29999.999, 52501.5]",-1.4167491,False,"(2591.0, 5097.0]",-0.6682892,False
x3,2017,north america,blue,hybrid,manual,2.1,95253.0,82895.0,5039.0,low,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.087725274,False,"(75014.0, 97573.0]",0.30225798,False,"(2591.0, 5097.0]",-0.011293582,False
5 series,2017,europe,white,electric,manual,4.6,98741.0,57190.0,8095.0,high,-0.002962206169533556,False,"(50121.5, 100436.0]",-0.027530368,False,"(52501.5, 75014.0]",-0.6877733,False,"(7541.0, 9999.0]",1.0583806,False
m5,2011,south america,black,diesel,automatic,3.9,43435.0,88894.0,444.0,low,-1.3902346228501454,False,"(2.999, 50121.5]",-0.9819855,False,"(75014.0, 97573.0]",0.5333102,False,"(99.999, 2591.0]",-1.6196553,False
x6,2018,asia,white,electric,automatic,3.8,6824.0,51582.0,2974.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.6138077,False,"(29999.999, 52501.5]",-0.9037661,False,"(2591.0, 5097.0]",-0.7340937,False
i8,2015,middle east,blue,hybrid,automatic,3.5,189706.0,85015.0,4634.0,low,-0.46538634506307086,False,"(150610.0, 199996.0]",1.5423176,False,"(75014.0, 97573.0]",0.38391003,False,"(2591.0, 5097.0]",-0.15305342,False
x1,2020,asia,silver,hybrid,automatic,4.2,179411.0,42223.0,6218.0,low,0.6906740021707723,False,"(150610.0, 199996.0]",1.3646494,False,"(29999.999, 52501.5]",-1.2642292,False,"(5097.0, 7541.0]",0.40138507,False
x1,2013,north america,silver,hybrid,automatic,3.0,172505.0,115284.0,7198.0,high,-0.9278104839566081,False,"(150610.0, 199996.0]",1.2454677,False,"(97573.0, 119998.0]",1.5497243,False,"(5097.0, 7541.0]",0.74440885,False
x1,2024,middle east,white,electric,automatic,2.0,57646.0,78487.0,5323.0,low,1.615522279957847,False,"(50121.5, 100436.0]",-0.7367361,False,"(75014.0, 97573.0]",0.1324833,False,"(5097.0, 7541.0]",0.088113315,False
m5,2014,south america,blue,hybrid,manual,3.4,78865.0,84570.0,6177.0,low,-0.6965984145098395,False,"(50121.5, 100436.0]",-0.3705447,False,"(75014.0, 97573.0]",0.3667708,False,"(5097.0, 7541.0]",0.38703406,False
m3,2019,europe,silver,hybrid,automatic,4.1,135515.0,61669.0,9245.0,high,0.4594619327240037,False,"(100436.0, 150610.0]",0.60710484,False,"(52501.5, 75014.0]",-0.51526403,False,"(7541.0, 9999.0]",1.4609085,False
x1,2014,north america,white,petrol,automatic,2.0,183819.0,34998.0,5891.0,low,-0.6965984145098395,False,"(150610.0, 199996.0]",1.4407214,False,"(29999.999, 52501.5]",-1.542501,False,"(5097.0, 7541.0]",0.2869271,False
3 series,2016,north america,silver,hybrid,manual,2.3,162680.0,106504.0,2261.0,low,-0.2341742756163022,False,"(150610.0, 199996.0]",1.0759106,False,"(97573.0, 119998.0]",1.2115616,False,"(99.999, 2591.0]",-0.98366106,False
m5,2023,middle east,grey,diesel,automatic,3.9,195075.0,103773.0,9796.0,high,1.3843102105110783,False,"(150610.0, 199996.0]",1.6349742,False,"(97573.0, 119998.0]",1.1063768,False,"(7541.0, 9999.0]",1.653772,False
i8,2018,middle east,silver,petrol,manual,2.4,40649.0,80126.0,2336.0,low,0.2282498632772351,False,"(2.999, 50121.5]",-1.0300655,False,"(75014.0, 97573.0]",0.19560958,False,"(99.999, 2591.0]",-0.95740926,False
i3,2016,europe,grey,petrol,manual,2.1,96040.0,115705.0,2184.0,low,-0.2341742756163022,False,"(50121.5, 100436.0]",-0.074143454,False,"(97573.0, 119998.0]",1.5659392,False,"(99.999, 2591.0]",-1.010613,False
m5,2018,asia,black,petrol,automatic,4.6,153248.0,72905.0,7448.0,high,0.2282498632772351,False,"(150610.0, 199996.0]",0.9131359,False,"(52501.5, 75014.0]",-0.082508124,False,"(5097.0, 7541.0]",0.83191496,False
i8,2013,middle east,white,petrol,manual,2.1,64427.0,64708.0,9148.0,high,-0.9278104839566081,False,"(50121.5, 100436.0]",-0.6197116,False,"(52501.5, 75014.0]",-0.3982166,False,"(7541.0, 9999.0]",1.4269562,False
m3,2019,europe,white,diesel,automatic,2.7,95290.0,73579.0,9592.0,high,0.4594619327240037,False,"(50121.5, 100436.0]",-0.08708674,False,"(52501.5, 75014.0]",-0.05654893,False,"(7541.0, 9999.0]",1.5823671,False
x5,2023,north america,red,petrol,manual,3.0,149441.0,78828.0,6301.0,low,1.3843102105110783,False,"(100436.0, 150610.0]",0.8474357,False,"(75014.0, 97573.0]",0.14561696,False,"(5097.0, 7541.0]",0.4304371,False
m3,2019,north america,white,petrol,automatic,3.2,108270.0,103737.0,6894.0,low,0.4594619327240037,False,"(100436.0, 150610.0]",0.1369184,False,"(97573.0, 119998.0]",1.1049902,False,"(5097.0, 7541.0]",0.6380015,False
